Foreboding Ruins,凶兆の廃墟,きょうちょうのはいきょ,きょうちょうのはいきょ
Foreboding Statue,予言の像,よげんのぞう,よげんのぞう
Foreboding Steamboat,凶兆の蒸気船,きょうちょうのじょうきせん,きょうちょうのじょうきせん
Forensic Gadgeteer,鑑識の利器師,かんしきのりきし,かんしきのりきし
Forensic Researcher,鑑識の研究者,かんしきのけんきゅうしゃ,かんしきのけんきゅうしゃ
Forerunner of Slaughter,殺戮の先陣,さつりくのせんじん,さつりくのせんじん
Forerunner of the Coalition,連合の先駆け,れんごうのさきがけ,れんごうのさきがけ
Forerunner of the Empire,帝国の先駆け,ていこくのさきがけ,ていこくのさきがけ
Forerunner of the Heralds,川守りの先駆け,かわもりのさきがけ,かわもりのさきがけ
Forerunner of the Legion,軍団の先駆け,ぐんだんのさきがけ,ぐんだんのさきがけ
Foresee,予感,よかん,よかん
Foreshadow,予兆,よちょう,よちょう
Forest,森,もり,もり
Forest Bear,森の熊,もりのくま,もりのくま
Forever Young,永遠の若さ,えいえんのわかさ,えいえんのわかさ
Forfend,予防,よぼう,よぼう
Forge Anew,再鍛造,さいたんぞう,さいたんぞう
Forge Armor,鍛冶場の鎧,かじばのよろい,かじばのよろい
Forge Boss,鍛冶場の親方,かじばのおやかた,かじばのおやかた
Forge Devil,炉の小悪魔,ろのこあくま,ろのこあくま
Forge of Heroes,英雄の鍛錬所,えいゆうのたんれんじょ,えいゆうのたんれんじょ
Forgeborn Oreads,炉生まれのオリアード,ろうまれのおりあーど,ろうまれのおりあーど
Forgehammer Centurion,鍛冶鎚の百長,かじつちのひゃくちょう,かじつちのひゃくちょう
Forger's Foundry,偽造者の鋳造所,ぎぞうしゃのちゅうぞうしょ,ぎぞうしゃのちゅうぞうしょ
Forgestoker Dragon,炉焚きのドラゴン,ろたきのどらごん,ろたきのどらごん
Forget,忘却,ぼうきゃく,ぼうきゃく
Forging the Anchor,錨の鍛錬,いかりのたんれん,いかりのたんれん
Forging the Tyrite Sword,タイライト剣の鍛錬,たいらいとけんのたんれん,たいらいとけんのたんれん
Forgotten Ancient,忘れられた古霊,わすれられたこれい,わすれられたこれい
Forgotten Cave,忘れられた洞窟,わすれられたどうくつ,わすれられたどうくつ
Forgotten Cellar,忘れられた地下室,わすれられたちかしつ,わすれられたちかしつ
Forgotten Creation,忘れられた作品,わすれられたさくひん,わすれられたさくひん
Forgotten Harvest,忘れられた収穫,わすれられたしゅうかく,わすれられたしゅうかく
Forgotten Monument,忘れられた聖像,わすれられたせいぞう,わすれられたせいぞう
Forgotten Sentinel,忘れられた歩哨,わすれられたほしょう,わすれられたほしょう
Foriysian Brigade,フォライアスの大部隊,ふぉらいあすのだいぶたい,ふぉらいあすのだいぶたい
Foriysian Interceptor,フォライアスの介入者,ふぉらいあすのかいにゅうしゃ,ふぉらいあすのかいにゅうしゃ
Foriysian Totem,フォライアスのトーテム像,ふぉらいあすのとーてむぞう,ふぉらいあすのとーてむぞう
Fork in the Road,分かれ道,わかれみち,わかれみち
Forked Bolt,二股の稲妻,ふたまたのいなずま,ふたまたのいなずま
Forked Lightning,四筋の稲妻,よすじのいなずま,よすじのいなずま
Forked-Branch Garami,別れ枝絡み,わかれえだがらみ,わかれえだがらみ
Forktail Sweep,裂け尾の一掃,さけおのいっそう,さけおのいっそう
Forlorn Flats,荒れ果てた干潟,あれはてたひがた,あれはてたひがた
Forlorn Pseudamma,絶望の偽母,ぜつぼうのにせはは,ぜつぼうのにせはは
Form a Posse,賊の創立,ぞくのそうりつ,ぞくのそうりつ
Form of the Dinosaur,恐竜変化,きょうりゅうへんか,きょうりゅうへんか
Form of the Dragon,ドラゴン変化,どらごんへんげ,どらごんへんげ
Formless Genesis,形なき始まり,かたちなきはじまり,かたちなきはじまり
Formless Nurturing,無形の育成,むけいのいくせい,むけいのいくせい
Forsake the Worldly,俗物の放棄,ぞくぶつのほうき,ぞくぶつのほうき
Forsaken City,見捨てられた都市,みすてられたとし,みすてられたとし
Forsaken Drifters,見捨てられし流れ者,みすてられしながれもの,みすてられしながれもの
Forsaken Miner,見捨てられた鉱夫,みすてられたこうふ,みすてられたこうふ
Forsaken Monument,見捨てられた碑,みすてられたひ,みすてられたひ
Forsaken Sanctuary,放棄された聖域,ほうきされたせいいき,ほうきされたせいいき
Forsaken Thresher,見捨てられし打破者,みすてられしだはしゃ,みすてられしだはしゃ
Forsaken Wastes,絶望の荒野,ぜつぼうのこうや,ぜつぼうのこうや
Forsworn Paladin,偽りのパラディン,いつわりのぱらでぃん,いつわりのぱらでぃん
Forth Eorlingas!,進め、エオルの家の子よ！,すすめえおるのいえのこよ,すすめえおるのいえのこよ
Fortified Area,要塞化,ようさいか,ようさいか
Fortified Beachhead,要塞化した海岸堡,ようさいかしたかいがんほ,ようさいかしたかいがんほ
Fortified Rampart,城砦化した塁壁,じょうさいかしたるいへき,じょうさいかしたるいへき
Fortified Village,要塞化した村,ようさいかしたむら,ようさいかしたむら
Fortify,補強,ほきょう,ほきょう
Fortifying Draught,籠城用投薬,ろうじょうようとうやく,ろうじょうようとうやく
Fortifying Provisions,籠城の準備,ろうじょうのじゅんび,ろうじょうのじゅんび
Fortitude,堅忍不屈,けんにんふくつ,けんにんふくつ
Fortress Crab,要塞ガニ,ようさいがに,ようさいがに
Fortress Cyclops,要塞のサイクロプス,ようさいのさいくろぷす,ようさいのさいくろぷす
Fortuitous Find,偶然の発見,ぐうぜんのはっけん,ぐうぜんのはっけん
Fortunate Few,幸運な生き残り,こううんないきのこり,こううんないきのこり
Fortune Teller's Talent,占い師の才能,うらないしのさいのう,うらないしのさいのう
Fortune Thief,運命の盗人,うんめいのぬすびと,うんめいのぬすびと
Fortune's Favor,偏った幸運,かたよったこううん,かたよったこううん
"Fortune, Loyal Steed",忠実な馬、フォーチュン,ちゅうじつなうまふぉーちゅん,ちゅうじつなうまふぉーちゅん
Forum Familiar,広場の使い魔,ひろばのつかいま,ひろばのつかいま
Fossil Find,化石の発見,かせきのはっけん,かせきのはっけん
Foster,里子,さとご,さとご
Foul Emissary,邪悪の使者,じゃあくのししゃ,じゃあくのししゃ
Foul Imp,悪臭のインプ,あくしゅうのいんぷ,あくしゅうのいんぷ
Foul Orchard,穢れた果樹園,けがれたかじゅえん,けがれたかじゅえん
Foul Play,不正行為,ふせいこうい,ふせいこうい
Foul Presence,不潔の気配,ふけつのけはい,ふけつのけはい
Foul Rebirth,悪しき再誕,あしきさいたん,あしきさいたん
Foul Renewal,邪悪な復活,じゃあくなふっかつ,じゃあくなふっかつ
Foul Spirit,悪臭のスピリット,あくしゅうのすぴりっと,あくしゅうのすぴりっと
Foul Watcher,邪悪な見張り,じゃあくなみはり,じゃあくなみはり
Foul-Tongue Invocation,忌呪の発動,きじゅのはつどう,きじゅのはつどう
Foul-Tongue Shriek,忌呪の金切り声,きじゅのかなきりごえ,きじゅのかなきりごえ
Foulmire Knight,穢れ沼の騎士,けがれぬまのきし,けがれぬまのきし
Found Footage,ファウンド・フッテージ,ふぁうんどふってーじ,ふぁうんどふってーじ
Foundation Breaker,基盤砕き,きばんくだき,きばんくだき
Founding the Third Path,第三の道の創設,だいさんのみちのそうせつ,だいさんのみちのそうせつ
Foundry Assembler,鋳造所の組立工,ちゅうぞうしょのくみたてこう,ちゅうぞうしょのくみたてこう
Foundry Champion,鋳造所の勇者,ちゅうぞうしょのゆうしゃ,ちゅうぞうしょのゆうしゃ
Foundry Helix,鋳造所のらせん,ちゅうぞうしょのらせん,ちゅうぞうしょのらせん
Foundry Hornet,鋳造所のスズメバチ,ちゅうぞうしょのすずめばち,ちゅうぞうしょのすずめばち
Foundry Inspector,鋳造所の検査官,ちゅうぞうしょのけんさかん,ちゅうぞうしょのけんさかん
Foundry Screecher,鋳造所のコウモリ,ちゅうぞうしょのこうもり,ちゅうぞうしょのこうもり
Foundry Street Denizen,鋳造所通りの住人,ちゅうぞうしょどおりのじゅうにん,ちゅうぞうしょどおりのじゅうにん
Foundry of the Consuls,領事の鋳造所,りょうじのちゅうぞうしょ,りょうじのちゅうぞうしょ
Fountain Watch,泉の見張り番,いずみのみはりばん,いずみのみはりばん
Fountain of Cho,チョーの泉,ちょーのいずみ,ちょーのいずみ
Fountain of Ichor,胆液の泉,たんえきのいずみ,たんえきのいずみ
Fountain of Renewal,更生の泉,こうせいのいずみ,こうせいのいずみ
Fountain of Youth,若返りの泉,わかがえりのいずみ,わかがえりのいずみ
Fountainport,噴水港,ふんすいこう,ふんすいこう
Fountainport Bell,噴水港の鐘,ふんすいこうのかね,ふんすいこうのかね
Four Knocks,４回のノック,よんかいののっく,よんかいののっく
Fourth Bridge Prowler,第四橋をうろつく者,だいよんばしをうろつくもの,だいよんばしをうろつくもの
Fowl Strike,鳥撃,ちょうげき,ちょうげき
Foxfire,狐火,きつねび,きつねび
Foxfire Oak,狐火の樫,きつねびのかし,きつねびのかし
Fractal Harness,フラクタルの装具,ふらくたるのそうぐ,ふらくたるのそうぐ
Fractal Summoning,フラクタル召喚学,ふらくたるしょうかんがく,ふらくたるしょうかんがく
Fracture,断割,だんかつ,だんかつ
Fractured Identity,自我破摧,じがはさい,じがはさい
Fractured Loyalty,くじけた忠誠,くじけたちゅうせい,くじけたちゅうせい
Fractured Powerstone,砕けたパワーストーン,くだけたぱわーすとーん,くだけたぱわーすとーん
Fractured Realm,砕けた世界,くだけたせかい,くだけたせかい
Fractured Sanity,正気破砕,しょうきはさい,しょうきはさい
Fracturing Gust,引き裂く突風,ひきさくとっぷう,ひきさくとっぷう
Fragment of Konda,今田の断片,こんだのだんぺん,こんだのだんぺん
Fragmentize,断片化,だんぺんか,だんぺんか
"Francisco, Fowl Marauder",鸚鵡の匪賊、フランシスコ,おうむのひぞくふらんしすこ,おうむのひぞくふらんしすこ
Frantic Firebolt,荒ぶる炎の稲妻,あらぶるほのおのいなずま,あらぶるほのおのいなずま
Frantic Inventory,大慌ての棚卸し,おおあわてのたなおろし,おおあわてのたなおろし
Frantic Purification,狂乱した浄化,きょうらんしたじょうか,きょうらんしたじょうか
Frantic Salvage,大あわての回収,おおあわてのかいしゅう,おおあわてのかいしゅう
Frantic Scapegoat,狂乱逃走する山羊,きょうらんとうそうするやぎ,きょうらんとうそうするやぎ
Frantic Search,大あわての捜索,おおあわてのそうさく,おおあわてのそうさく
Frantic Strength,必死の力,ひっしのちから,ひっしのちから
Fraying Line,危ういロープ,あやういろーぷ,あやういろーぷ
Fraying Omnipotence,消耗した全能,しょうもうしたぜんのう,しょうもうしたぜんのう
Fraying Sanity,正気減らし,しょうきべらし,しょうきべらし
Frazzle,擦り切れ,すりきれ,すりきれ
Free from Flesh,肉体からの解放,にくたいからのかいほう,にくたいからのかいほう
Free the Fae,フェイの解放,ふぇいのかいほう,ふぇいのかいほう
Freed from the Real,現実からの遊離,げんじつからのゆうり,げんじつからのゆうり
Freejam Regent,無秩序街の主,むちつじょがいのぬし,むちつじょがいのぬし
Freelance Muscle,無所属の筋肉達磨,むしょぞくのきんにくだるま,むしょぞくのきんにくだるま
Freestrider Commando,自由放浪団の猛士,じゆうほうろうだんのもうし,じゆうほうろうだんのもうし
Freestrider Lookout,自由放浪団の見張り,じゆうほうろうだんのみはり,じゆうほうろうだんのみはり
Freewind Equenaut,自由風の乗馬兵,じゆうふうのじょうばへい,じゆうふうのじょうばへい
Freewind Falcon,フリーウィンド・ファルコン,ふりーうぃんどふぁるこん,ふりーうぃんどふぁるこん
Freeze in Place,氷結往生,ひょうけつおうじょう,ひょうけつおうじょう
Frenetic Efreet,熱狂のイフリート,ねっきょうのいふりーと,ねっきょうのいふりーと
Frenetic Ogre,熱狂のオーガ,ねっきょうのおーが,ねっきょうのおーが
Frenetic Raptor,熱狂の猛禽,ねっきょうのもうきん,ねっきょうのもうきん
Frenetic Sliver,熱狂スリヴァー,ねっきょうすりゔぁー,ねっきょうすりゔぁー
Frenzied Arynx,激情のエイリンクス,げきじょうのえいりんくす,げきじょうのえいりんくす
Frenzied Devils,激情の悪魔,げきじょうのあくま,げきじょうのあくま
Frenzied Fugue,激情の遁走,げきじょうのとんそう,げきじょうのとんそう
Frenzied Goblin,激情のゴブリン,げきじょうのごぶりん,げきじょうのごぶりん
Frenzied Rage,激情の怒り,げきじょうのいかり,げきじょうのいかり
Frenzied Raider,熱狂した略奪者,ねっきょうしたりゃくだつしゃ,ねっきょうしたりゃくだつしゃ
Frenzied Raptor,激情の猛竜,げきじょうのもうりゅう,げきじょうのもうりゅう
Frenzied Saddlebrute,激情の鞍暴れ,げきじょうのくらあばれ,げきじょうのくらあばれ
Frenzied Tilling,激情の耕作,げきじょうのこうさく,げきじょうのこうさく
Frenzied Trapbreaker,激情の罠破り,げきじょうのわなやぶり,げきじょうのわなやぶり
Frenzy Sliver,激情スリヴァー,げきじょうすりゔぁー,げきじょうすりゔぁー
Fresh Meat,新鮮な肉,しんせんなにく,しんせんなにく
Fresh Volunteers,志願新兵,しがんしんぺい,しがんしんぺい
Fresh-Faced Recruit,初々しい補充兵,ういういしいほじゅうへい,ういういしいほじゅうへい
Fretwork Colony,透彫虫の群棲,すかりぼりむしのぐんせい,すかりぼりむしのぐんせい
Freyalise's Radiance,フレイアリーズの輝き,ふれいありーずのかがやき,ふれいありーずのかがやき
"Freyalise, Llanowar's Fury",ラノワールの憤激、フレイアリーズ,らのわーるのふんげきふれいありーず,らのわーるのふんげきふれいありーず
Friendly Fire,味方からの誤射,みかたからのごしゃ,みかたからのごしゃ
Friendly Ghost,友好的な幽霊,ゆうこうてきなゆうれい,ゆうこうてきなゆうれい
Friendly Rivalry,友情の対抗心,ゆうじょうのたいこうしん,ゆうじょうのたいこうしん
Friendly Teddy,友好的なテディベア,ゆうこうてきなてでぃべあ,ゆうこうてきなてでぃべあ
Frightcrawler,異形の這うもの,いぎょうのはうもの,いぎょうのはうもの
Frightful Delusion,恐るべき妄想,おそるべきもうそう,おそるべきもうそう
Frightshroud Courier,恐怖布の急使,きょうふぬののきゅうし,きょうふぬののきゅうし
Frilled Cave-Wurm,エリマキ洞窟ワーム,えりまきどうくつわーむ,えりまきどうくつわーむ
Frilled Deathspitter,エリマキ死吐き,えりまきしはき,えりまきしはき
Frilled Mystic,エリマキ神秘家,えりまきしんぴか,えりまきしんぴか
Frilled Oculus,エリマキ眼魔,えりまきがんま,えりまきがんま
Frilled Sandwalla,エリマキサンドワラ,えりまきさんどわら,えりまきさんどわら
Frilled Sea Serpent,大襞海蛇,おおひだうみへび,おおひだうみへび
Frilled Sparkshooter,エリマキ火花撃ち,えりまきひばなうち,えりまきひばなうち
Frillscare Mentor,襟脅しの導師,えりおどしのどうし,えりおどしのどうし
Frodo Baggins,フロド・バギンズ,ふろどばぎんず,ふろどばぎんず
"Frodo, Adventurous Hobbit",冒険好きなホビット、フロド,ぼうけんずきなほびっとふろど,ぼうけんずきなほびっとふろど
"Frodo, Determined Hero",固き決意の英雄、フロド,かたきけついのえいゆうふろど,かたきけついのえいゆうふろど
"Frodo, Sauron's Bane",サウロンの破滅、フロド,さうろんのはめつふろど,さうろんのはめつふろど
Frog Tongue,蛙の舌,かえるのした,かえるのした
Froghemoth,フロギーモス,ふろぎーもす,ふろぎーもす
Frogify,蛙化,かえるか,かえるか
Frogmite,金属ガエル,きんぞくがえる,きんぞくがえる
Frogmyr Enforcer,カエルマイアの処罰者,かえるまいあのしょばつしゃ,かえるまいあのしょばつしゃ
Frogtosser Banneret,蛙投げの旗騎士,かえるなげのはたきし,かえるなげのはたきし
Frolicking Familiar,遊び戯れの使い魔,あそびたわむれのつかいま,あそびたわむれのつかいま
From Beyond,彼方より,かなたより,かなたより
From Under the Floorboards,床下から,ゆかしたから,ゆかしたから
From the Ashes,灰からの再興,はいからのさいこう,はいからのさいこう
From the Catacombs,地下墓地より,ちかぼちより,ちかぼちより
From the Rubble,瓦礫の中から,がれきのなかから,がれきのなかから
Frondland Felidar,葉状地のフェリダー,ようじょうちのふぇりだー,ようじょうちのふぇりだー
Frontier Bivouac,開拓地の野営地,かいたくちのやえいち,かいたくちのやえいち
Frontier Guide,開拓地の先達,かいたくちのせんだつ,かいたくちのせんだつ
Frontier Mastodon,開拓地のマストドン,かいたくちのますとどん,かいたくちのますとどん
Frontier Seeker,開拓地の探求者,かいたくちのたんきゅうしゃ,かいたくちのたんきゅうしゃ
Frontier Siege,開拓地の包囲,かいたくちのほうい,かいたくちのほうい
Frontier Warmonger,開拓地の戦争屋,かいたくちのせんそうや,かいたくちのせんそうや
Frontline Devastator,前線の壊滅者,ぜんせんのかいめつしゃ,ぜんせんのかいめつしゃ
Frontline Heroism,前線に向かう勇気,ぜんせんにむかうゆうき,ぜんせんにむかうゆうき
Frontline Medic,前線の衛生兵,ぜんせんのえいせいへい,ぜんせんのえいせいへい
Frontline Rebel,最前線の反逆者,さいぜんせんのはんぎゃくしゃ,さいぜんせんのはんぎゃくしゃ
Frontline Sage,最前線の賢者,さいぜんせんのけんじゃ,さいぜんせんのけんじゃ
Frontline Strategist,最前線の策士,さいぜんせんのさくし,さいぜんせんのさくし
Frost Augur,霜の占い師,しものうらないし,しものうらないし
Frost Bite,霜噛み,しもがみ,しもがみ
Frost Breath,霜のブレス,しものぶれす,しものぶれす
Frost Fair Lure Fish,フロストフェアのチョウチンアンコウ,ふろすとふぇあのちょうちんあんこう,ふろすとふぇあのちょうちんあんこう
Frost Lynx,霜のオオヤマネコ,しものおおやまねこ,しものおおやまねこ
Frost Marsh,霜の湿地,しものしっち,しものしっち
Frost Ogre,霜の大峨,しものおおが,しものおおが
Frost Raptor,霜の猛禽,しものもうきん,しものもうきん
Frost Titan,霜のタイタン,しものたいたん,しものたいたん
Frost Trickster,霜のペテン師,しものぺてんし,しものぺてんし
Frost Walker,霜歩き,しもあるき,しもあるき
Frostboil Snarl,凍沸の交錯,とうふつのこうさく,とうふつのこうさく
Frostbridge Guard,霜橋の護衛,しもばしのごえい,しもばしのごえい
Frostburn Weird,凍結燃焼の奇魔,ふろすとばーんのきま,ふろすとばーんのきま
Frostfist Strider,霜拳の徘徊者,しもこぶしのはいかいしゃ,しもこぶしのはいかいしゃ
Frostling,凍らし,しばらし,しばらし
Frostpeak Yeti,霜峰のイエティ,そうほうのいえてぃ,そうほうのいえてぃ
Frostpyre Arcanist,凍炎の秘儀術師,とうえんのひぎじゅつし,とうえんのひぎじゅつし
Frostveil Ambush,霜帳の奇襲,しもとばりのきしゅう,しもとばりのきしゅう
Frostwalk Bastion,霜歩き砦,しもあるきとりで,しもあるきとりで
Frostwalla,フロストワラ,ふろすとわら,ふろすとわら
Frostweb Spider,霜網の蜘蛛,しもあみのくも,しもあみのくも
Frostwielder,霜投げ,しもなげ,しもなげ
Frostwind Invoker,霜風の発動者,しもかぜのはつどうしゃ,しもかぜのはつどうしゃ
Frozen Aether,凍りつく霊気,こおりつくれいき,こおりつくれいき
Frozen Shade,凍てつく影,いてつくかげ,いてつくかげ
Frozen Solid,凍結,とうけつ,とうけつ
Fruit of Tizerus,ティゼルスの果実,てぃぜるすのかじつ,てぃぜるすのかじつ
Fruit of the First Tree,始まりの木の果実,はじまりのきのかじつ,はじまりのきのかじつ
Fruition,結実,けつじつ,けつじつ
Fry,丸焼き,まるやき,まるやき
Fuel for the Cause,目的のための燃料,もくてきのためのねんりょう,もくてきのためのねんりょう
Fugitive Codebreaker,逃走する暗号破り,とうそうするあんごうやぶり,とうそうするあんごうやぶり
Fugitive Druid,脱走ドルイド,だっそうどるいど,だっそうどるいど
Fugitive Wizard,脱走魔術師,だっそうまじゅつし,だっそうまじゅつし
Fugitive of the Judoon,ジャドゥーンの逃亡者,じゃどぅーんのとうぼうしゃ,じゃどぅーんのとうぼうしゃ
Fugue,遁走,とんそう,とんそう
Fulgent Distraction,燦爛たる放心,さんらんたるほうしん,さんらんたるほうしん
Full Flowering,満開,まんかい,まんかい
Full Moon's Rise,昇る満月,のぼるまんげつ,のぼるまんげつ
Full Steam Ahead,全速前進,ぜんそくぜんしん,ぜんそくぜんしん
Fully Grown,充分な成長,じゅうぶんなせいちょう,じゅうぶんなせいちょう
Fulminator Mage,大爆発の魔道士,だいばくはつのまどうし,だいばくはつのまどうし
Fumble,取りこぼし,とりこぼし,とりこぼし
Fume Spitter,煙霧吐き,えんむはき,えんむはき
Fumigate,燻蒸,くんじょう,くんじょう
Fumiko the Lowblood,卑血の芙巳子,ひぢのふみこ,ひぢのふみこ
Fuming Effigy,発煙する肖像,はつえんするしょうぞう,はつえんするしょうぞう
"Fumulus, the Infestation",寄生するもの、フムルス,きせいするものふむるす,きせいするものふむるす
Funeral Charm,葬送の魔除け,そうそうのまよけ,そうそうのまよけ
Funeral Longboat,葬送の長艇,そうそうのちょうてい,そうそうのちょうてい
Funeral March,葬列,そうれつ,そうれつ
Funeral Pyre,送り火,おくりび,おくりび
Funeral Rites,葬儀,そうぎ,そうぎ
Funeral Room,葬儀場,そうぎじょう,そうぎじょう
Fungal Behemoth,菌類ビヒモス,きんるいびひもす,きんるいびひもす
Fungal Fortitude,不屈の菌類,ふくつのきんるい,ふくつのきんるい
Fungal Infection,菌類感染,きんるいかんせん,きんるいかんせん
Fungal Plots,菌類の勢力範囲,きんるいのせいりょくはんい,きんるいのせいりょくはんい
Fungal Reaches,菌類の到達地,きんるいのとうたつち,きんるいのとうたつち
Fungal Rebirth,菌類の再誕,きんるいのさいたん,きんるいのさいたん
Fungal Shambler,菌類のシャンブラー,きんるいのしゃんぶらー,きんるいのしゃんぶらー
Fungal Sprouting,菌類の芽吹き,きんるいのめぶき,きんるいのめぶき
Fungus Elemental,菌類の精霊,きんるいのせいれい,きんるいのせいれい
Fungus Frolic,茸の舞,きのこのまい,きのこのまい
Fungus Sliver,菌類スリヴァー,きんるいすりゔぁー,きんるいすりゔぁー
Fungusaur,キノコザウルス,きのこざうるす,きのこざうるす
Funnel-Web Recluse,漏斗網のイトグモ,ろうとあみのいとぐも,ろうとあみのいとぐも
Furious,爆走,ばくそう,ばくそう
Furious Assault,猛然たる突撃,もうぜんたるとつげき,もうぜんたるとつげき
Furious Bellow,猛然たる怒声,もうぜんたるどせい,もうぜんたるどせい
Furious Reprisal,猛然たる報復,もうぜんたるほうふく,もうぜんたるほうふく
Furious Resistance,猛然たる抵抗,もうぜんたるていこう,もうぜんたるていこう
Furious Rise,猛然たる顕現,もうぜんたるけんげん,もうぜんたるけんげん
Furnace Brood,灼熱洞の仲間,しゃくねつどうのなかま,しゃくねつどうのなかま
Furnace Celebration,炉の式典,ろのしきてん,ろのしきてん
Furnace Dragon,炉のドラゴン,ろのどらごん,ろのどらごん
Furnace Gremlin,焼炉のグレムリン,しょうろのぐれむりん,しょうろのぐれむりん
Furnace Hellkite,焼炉のヘルカイト,しょうろのへるかいと,しょうろのへるかいと
Furnace Host Charger,焼炉の徒党の突撃者,しょうろのととうのとつげきしゃ,しょうろのととうのとつげきしゃ
Furnace Layer,溶鉱炉階層,ようこうろかいそう,ようこうろかいそう
Furnace Punisher,焼炉の懲罰者,しょうろのちょうばつしゃ,しょうろのちょうばつしゃ
Furnace Reins,焼炉の手綱,しょうろのたづな,しょうろのたづな
Furnace Scamp,焼炉の悪獣,しょうろのあくじゅう,しょうろのあくじゅう
Furnace Skullbomb,焼炉の頭蓋爆弾,しょうろのずがいばくだん,しょうろのずがいばくだん
Furnace Spirit,灼熱洞のスピリット,しゃくねつどうのすぴりっと,しゃくねつどうのすぴりっと
Furnace Strider,焼炉の徘徊者,しょうろのはいかいしゃ,しょうろのはいかいしゃ
Furnace Whelp,焼炉の仔,しょうろのこ,しょうろのこ
Furnace of Rath,ラースの灼熱洞,らーすのしゃくねつどう,らーすのしゃくねつどう
Furnace-Blessed Conqueror,炉恵みの征服者,ろめぐみのせいふくしゃ,ろめぐみのせいふくしゃ
Furor of the Bitten,噛み傷への興奮,かみきずへのこうふん,かみきずえのこうふん
Furtive Analyst,隠れる分析者,かくれるぶんせきしゃ,かくれるぶんせきしゃ
Furtive Courier,暗路の急使,あんろのきゅうし,あんろのきゅうし
Furtive Homunculus,隠れるホムンクルス,かくれるほむんくるす,かくれるほむんくるす
Fury,激情,げきじょう,げきじょう
Fury Charm,憤怒の魔除け,ふんぬのまよけ,ふんぬのまよけ
Fury Sliver,憤怒スリヴァー,ふんぬすりゔぁー,ふんぬすりゔぁー
Fury Storm,憤怒の嵐,ふんぬのあらし,ふんぬのあらし
Fury of the Horde,大群の怒り,たいぐんのいかり,たいぐんのいかり
Furyblade Vampire,怒り刃の吸血鬼,いかりやいばのきゅうけつき,いかりやいばのきゅうけつき
Furyborn Hellkite,憤怒生まれのヘルカイト,ふんぬうまれのへるかいと,ふんぬうまれのへるかいと
Furycalm Snarl,怒静の交錯,どせいのこうさく,どせいのこうさく
Furystoke Giant,憤怒焚きの巨人,ふんぬたきのきょじん,ふんぬたきのきょじん
Fusion Elemental,融合の精霊,ゆうごうのせいれい,ゆうごうのせいれい
Fuss,空騒ぎ,からさわぎ,からさわぎ
Future Sight,未来予知,みらいよち,みらいよち
Futurist Operative,未来派の調査員,みらいはのちょうさいん,みらいはのちょうさいん
Futurist Sentinel,未来派の歩哨,みらいはのほしょう,みらいはのほしょう
Fylamarid,フィラマリッド,ふぃらまりっど,ふぃらまりっど
Fyndhorn Brownie,フィンドホーンのブラウニー,ふぃんどほーんのぶらうにー,ふぃんどほーんのぶらうにー
Fyndhorn Elder,フィンドホーンの古老,ふぃんどほーんのころう,ふぃんどほーんのころう
Fyndhorn Elves,フィンドホーンのエルフ,ふぃんどほーんのえるふ,ふぃんどほーんのえるふ
"Fynn, the Fangbearer",牙持ち、フィン,きばもちふぃん,きばもちふぃん
Gabriel Angelfire,天使の炎ガブリエル,てんしのほのおがぶりえる,てんしのほのおがぶりえる
Gaddock Teeg,ガドック・ティーグ,がどっくてぃーぐ,がどっくてぃーぐ
Gadget Technician,利器の技師,りきのぎし,りきのぎし
"Gadrak, the Crown-Scourge",冠滅ぼしのガドラク,かんむりほろぼしのがどらく,かんむりほろぼしのがどらく
Gadwick's First Duel,ガドウィックの初戦,がどうぃっくのしょせん,がどうぃっくのしょせん
"Gadwick, the Wizened",老いたる者、ガドウィック,おいたるものがどうぃっく,おいたるものがどうぃっく
Gaea's Anthem,ガイアの頌歌,がいあのしょうか,がいあのしょうか
Gaea's Balance,ガイアの均衡,がいあのきんこう,がいあのきんこう
Gaea's Blessing,ガイアの祝福,がいあのしゅくふく,がいあのしゅくふく
Gaea's Bounty,ガイアの恵み,がいあのめぐみ,がいあのめぐみ
Gaea's Courser,ガイアの狩猟者,がいあのしゅりょうしゃ,がいあのしゅりょうしゃ
Gaea's Cradle,ガイアの揺籃の地,がいあのようらんのち,がいあのようらんのち
Gaea's Embrace,ガイアの抱擁,がいあのほうよう,がいあのほうよう
Gaea's Gift,ガイアの贈り物,がいあのおくりもの,がいあのおくりもの
Gaea's Herald,ガイアの伝令,がいあのでんれい,がいあのでんれい
Gaea's Liege,大地のしもべ,だいちのしもべ,だいちのしもべ
Gaea's Might,ガイアの力,がいあのちから,がいあのちから
Gaea's Protector,ガイアの守護者,がいあのしゅごしゃ,がいあのしゅごしゃ
Gaea's Revenge,ガイアの復讐者,がいあのふくしゅうしゃ,がいあのふくしゅうしゃ
Gaea's Skyfolk,ガイアの空の民,がいあのそらのたみ,がいあのそらのたみ
Gaea's Will,ガイアの意志,がいあのいし,がいあのいし
"Gahiji, Honored One",名誉ある者、ガイージー,めいよあるものがいーじー,めいよあるものがいーじー
Gainsay,反論,はんろん,はんろん
Gala Greeters,祝祭の出迎え,しゅくさいのでむかえ,しゅくさいのでむかえ
Galadhrim Ambush,ガラズリムの待ち伏せ,がらずりむのまちぶせ,がらずりむのまちぶせ
